sample_offset_s,node,seq,node_us,sync_us,rx_us,yaw_cd,pitch_cd,roll_cd,x_mm,y_mm,z_mm,gaps
3.664998,2,227,33751000,36470000,36475000,-601,721,-641,-503,-49,-113,0
3.670826,1,143,35509000,36475000,36481000,109,-589,269,227,-59,-283,0
3.675745,2,228,33762000,36481000,36486000,-564,744,-624,-492,-36,-132,0
3.681036,1,144,35519000,36485000,36491000,72,-612,252,216,-72,-264,0
3.686289,2,229,33772000,36491000,36496000,-527,767,-607,-481,-23,-151,0
3.691025,1,145,35529000,36496000,36501000,35,-635,235,205,-85,-245,0
3.695954,2,230,33782000,36501000,36506000,-490,790,-590,-470,-10,-170,0
3.701169,1,146,35539000,36506000,36511000,-2,-658,218,194,-98,-226,0
3.706081,2,231,33792000,36510000,36516000,-453,813,-573,-459,3,-189,0
3.711826,1,147,35550000,36516000,36522000,-39,-681,201,183,-111,-207,0
3.716147,2,232,33802000,36520000,36527000,-416,836,-556,-448,16,-208,0
3.722075,1,148,35560000,36526000,36532000,-76,-704,184,172,-124,-188,0
3.726308,2,233,33812000,36531000,36537000,-379,859,-539,-437,29,-227,0
3.732136,1,149,35570000,36537000,36542000,-113,-727,167,161,-137,-169,0
3.736368,2,234,33823000,36542000,36547000,-342,882,-522,-426,42,-246,0
3.742237,1,150,35580000,36546000,36553000,-150,-750,150,150,-150,-150,0
3.747193,2,235,33833000,36552000,36557000,-305,895,-505,-415,55,-265,0
3.752330,1,151,35590000,36556000,36563000,-187,-773,133,139,-163,-131,0
3.757613,2,236,33843000,36563000,36567000,-268,872,-488,-404,68,-284,0
3.762361,1,152,35600000,36566000,36573000,-224,-796,116,128,-176,-112,0
3.767604,2,237,33853000,36573000,36577000,-231,849,-471,-393,81,-303,0
3.773294,1,153,35611000,36577000,36583000,-261,-819,99,117,-189,-93,0
3.776932,2,238,33863000,36582000,36587000,-194,826,-454,-382,94,-322,0
3.782654,1,154,35621000,36587000,36593000,-298,-842,82,106,-202,-74,0
3.787086,2,239,33873000,36592000,36597000,-157,803,-437,-371,107,-341,0
3.792787,1,155,35631000,36597000,36603000,-335,-865,65,95,-215,-55,0
3.797133,2,240,33883000,36602000,36608000,-120,780,-420,-360,120,-360,0
3.802998,1,156,35641000,36607000,36613000,-372,-888,48,84,-228,-36,0
3.807264,2,241,33894000,36613000,36618000,-83,757,-403,-349,133,-379,0
3.813551,1,157,35651000,36618000,36623000,-409,-889,31,73,-241,-17,0
3.817506,2,242,33904000,36623000,36628000,-46,734,-386,-338,146,-398,0
3.823258,1,158,35661000,36627000,36634000,-446,-866,14,62,-254,2,0
3.827531,2,243,33914000,36633000,36638000,-9,711,-369,-327,159,-417,0
3.833220,1,159,35671000,36637000,36644000,-483,-843,-3,51,-267,21,0
3.837795,2,244,33924000,36644000,36648000,28,688,-352,-316,172,-436,0
3.843357,1,160,35681000,36647000,36654000,-520,-820,-20,40,-280,40,0
3.848103,2,245,33934000,36654000,36658000,65,665,-335,-305,185,-455,0
3.853722,1,161,35692000,36658000,36664000,-557,-797,-37,29,-293,59,0
3.858121,2,246,33944000,36663000,36668000,102,642,-318,-294,198,-474,0
3.863917,1,162,35702000,36668000,36674000,-594,-774,-54,18,-306,78,0
3.868187,2,247,33954000,36673000,36678000,139,619,-301,-283,211,-493,0
3.873823,1,163,35712000,36678000,36684000,-631,-751,-71,7,-319,97,0
3.878412,2,248,33964000,36683000,36689000,176,596,-284,-272,224,-512,0
3.884075,1,164,35722000,36688000,36694000,-668,-728,-88,-4,-332,116,0
3.888548,2,249,33975000,36694000,36699000,213,573,-267,-261,237,-531,0
3.894189,1,165,35732000,36698000,36704000,-705,-705,-105,-15,-345,135,0
3.898609,2,250,33985000,36704000,36709000,250,550,-250,-250,250,-550,0
3.904170,1,166,35742000,36708000,36715000,-742,-682,-122,-26,-358,154,0
3.908701,2,251,33995000,36714000,36719000,287,527,-233,-239,263,-569,0
3.914369,1,167,35752000,36718000,36725000,-779,-659,-139,-37,-371,173,0
3.918808,2,252,34005000,36725000,36729000,324,504,-216,-228,276,-588,0
3.924610,1,168,35763000,36729000,36735000,-816,-636,-156,-48,-384,192,0
3.929606,2,253,34016000,36736000,36740000,361,481,-199,-217,289,-593,0
3.934684,1,169,35773000,36739000,36745000,-853,-613,-173,-59,-397,211,0
3.940073,2,254,34026000,36745000,36750000,398,458,-182,-206,302,-574,0
3.944868,1,170,35783000,36750000,36755000,-890,-590,-190,-70,-410,230,0
3.949869,2,255,34036000,36755000,36760000,435,435,-165,-195,315,-555,0
3.955040,1,171,35793000,36760000,36765000,-927,-567,-207,-81,-423,249,0
3.959980,2,0,34046000,36765000,36770000,-1800,-900,-900,-600,-600,-600,0
3.965706,1,172,35804000,36771000,36776000,-964,-544,-224,-92,-436,268,0
3.969985,2,1,34056000,36774000,36780000,-1763,-877,-883,-589,-587,-581,0
3.975924,1,173,35814000,36780000,36786000,-1001,-521,-241,-103,-449,287,0
3.980168,2,2,34066000,36785000,36790000,-1726,-854,-866,-578,-574,-562,0
3.986023,1,174,35824000,36790000,36796000,-1038,-498,-258,-114,-462,306,0
3.990317,2,3,34076000,36795000,36801000,-1689,-831,-849,-567,-561,-543,0
3.996086,1,175,35834000,36800000,36806000,-1075,-475,-275,-125,-475,325,0
4.000298,2,4,34087000,36806000,36811000,-1652,-808,-832,-556,-548,-524,0
4.006167,1,176,35844000,36810000,36816000,-1112,-452,-292,-136,-488,344,0
4.010638,2,5,34097000,36816000,36821000,-1615,-785,-815,-545,-535,-505,0
4.016313,1,177,35854000,36820000,36827000,-1149,-429,-309,-147,-501,363,0
4.020819,2,6,34107000,36826000,36831000,-1578,-762,-798,-534,-522,-486,0
4.027378,1,178,35864000,36830000,36837000,-1186,-406,-326,-158,-514,382,0
4.030981,2,7,34117000,36837000,36841000,-1541,-739,-781,-523,-509,-467,0
4.036602,1,179,35875000,36841000,36847000,-1223,-383,-343,-169,-527,401,0
4.041018,2,8,34127000,36846000,36851000,-1504,-716,-764,-512,-496,-448,0
4.046810,1,180,35885000,36851000,36857000,-1260,-360,-360,-180,-540,420,0
4.051132,2,9,34137000,36856000,36861000,-1467,-693,-747,-501,-483,-429,0
4.056908,1,181,35895000,36861000,36867000,-1297,-337,-377,-191,-553,439,0
4.061254,2,10,34147000,36866000,36872000,-1430,-670,-730,-490,-470,-410,0
4.067056,1,182,35905000,36871000,36877000,-1334,-314,-394,-202,-566,458,0
4.071347,2,11,34157000,36876000,36882000,-1393,-647,-713,-479,-457,-391,0
4.077107,1,183,35915000,36882000,36887000,-1371,-291,-411,-213,-579,477,0
4.081527,2,12,34168000,36887000,36892000,-1356,-624,-696,-468,-444,-372,0
4.087354,1,184,35925000,36891000,36898000,-1408,-268,-428,-224,-592,496,0
4.091607,2,13,34178000,36897000,36902000,-1319,-601,-679,-457,-431,-353,0
4.097571,1,185,35935000,36901000,36908000,-1445,-245,-445,-235,-595,515,0
4.101774,2,14,34188000,36908000,36912000,-1282,-578,-662,-446,-418,-334,0
4.107419,1,186,35945000,36911000,36918000,-1482,-222,-462,-246,-582,534,0
4.111952,2,15,34198000,36918000,36922000,-1245,-555,-645,-435,-405,-315,0
4.117703,1,187,35956000,36922000,36928000,-1519,-199,-479,-257,-569,553,0
4.121943,2,16,34208000,36927000,36932000,-1208,-532,-628,-424,-392,-296,0
4.127988,1,188,35966000,36932000,36938000,-1556,-176,-496,-268,-556,572,0
4.132273,2,17,34218000,36937000,36942000,-1171,-509,-611,-413,-379,-277,0
4.137962,1,189,35976000,36942000,36948000,-1593,-153,-513,-279,-543,591,0
4.142372,2,18,34228000,36947000,36953000,-1134,-486,-594,-402,-366,-258,0
4.148123,1,190,35986000,36952000,36958000,-1630,-130,-530,-290,-530,590,0
4.152262,2,19,34239000,36958000,36963000,-1097,-463,-577,-391,-353,-239,0
4.158205,1,191,35996000,36963000,36968000,-1667,-107,-547,-301,-517,571,0
4.162605,2,20,34249000,36968000,36973000,-1060,-440,-560,-380,-340,-220,0
4.168201,1,192,36006000,36972000,36979000,-1704,-84,-564,-312,-504,552,0
4.172734,2,21,34259000,36978000,36983000,-1023,-417,-543,-369,-327,-201,0
4.178377,1,193,36016000,36982000,36989000,-1741,-61,-581,-323,-491,533,0
4.183233,2,22,34269000,36989000,36994000,-986,-394,-526,-358,-314,-182,0
4.188634,1,194,36026000,36992000,36999000,-1778,-38,-598,-334,-478,514,0
4.193408,2,23,34280000,36999000,37004000,-949,-371,-509,-347,-301,-163,0
4.198637,1,195,36037000,37004000,37009000,-1785,-15,-615,-345,-465,495,0
4.203707,2,24,34290000,37009000,37014000,-912,-348,-492,-336,-288,-144,0
4.208771,1,196,36047000,37014000,37019000,-1748,8,-632,-356,-452,476,0
4.213853,2,25,34300000,37019000,37024000,-875,-325,-475,-325,-275,-125,0
4.220050,1,197,36057000,37024000,37030000,-1711,31,-649,-367,-439,457,0
4.224018,2,26,34310000,37029000,37034000,-838,-302,-458,-314,-262,-106,0
4.229679,1,198,36068000,37034000,37040000,-1674,54,-666,-378,-426,438,0
4.234097,2,27,34320000,37039000,37044000,-801,-279,-441,-303,-249,-87,0
4.239798,1,199,36078000,37044000,37050000,-1637,77,-683,-389,-413,419,0
4.244178,2,28,34330000,37049000,37054000,-764,-256,-424,-292,-236,-68,0
4.249982,1,200,36088000,37054000,37060000,-1600,100,-700,-400,-400,400,0
4.254230,2,29,34340000,37059000,37065000,-727,-233,-407,-281,-223,-49,0
4.260041,1,201,36098000,37064000,37070000,-1563,123,-717,-411,-387,381,0
4.264438,2,30,34351000,37070000,37075000,-690,-210,-390,-270,-210,-30,0
4.270176,1,202,36108000,37075000,37080000,-1526,146,-734,-422,-374,362,0
4.274568,2,31,34361000,37080000,37085000,-653,-187,-373,-259,-197,-11,0
4.280206,1,203,36118000,37084000,37091000,-1489,169,-751,-433,-361,343,0
4.284746,2,32,34371000,37090000,37095000,-616,-164,-356,-248,-184,8,0
4.290375,1,204,36128000,37094000,37101000,-1452,192,-768,-444,-348,324,0
4.294886,2,33,34381000,37101000,37105000,-579,-141,-339,-237,-171,27,0
4.300554,1,205,36138000,37104000,37111000,-1415,215,-785,-455,-335,305,0
4.304957,2,34,34391000,37111000,37115000,-542,-118,-322,-226,-158,46,0
4.310554,1,206,36149000,37115000,37121000,-1378,238,-802,-466,-322,286,0
4.315169,2,35,34401000,37120000,37125000,-505,-95,-305,-215,-145,65,0
4.320908,1,207,36159000,37125000,37131000,-1341,261,-819,-477,-309,267,0
4.325190,2,36,34411000,37130000,37135000,-468,-72,-288,-204,-132,84,0
4.331104,1,208,36169000,37135000,37141000,-1304,284,-836,-488,-296,248,0
4.335245,2,37,34421000,37140000,37146000,-431,-49,-271,-193,-119,103,0
4.340978,1,209,36179000,37145000,37151000,-1267,307,-853,-499,-283,229,0
4.345943,2,38,34432000,37151000,37156000,-394,-26,-254,-182,-106,122,0
4.351314,1,210,36189000,37155000,37161000,-1230,330,-870,-510,-270,210,0
4.355709,2,39,34442000,37161000,37166000,-357,-3,-237,-171,-93,141,0
4.361349,1,211,36199000,37165000,37172000,-1193,353,-887,-521,-257,191,0
4.365628,2,40,34452000,37171000,37176000,-320,20,-220,-160,-80,160,0
4.371342,1,212,36209000,37175000,37182000,-1156,376,-896,-532,-244,172,0
4.375759,2,41,34462000,37182000,37186000,-283,43,-203,-149,-67,179,0
4.381819,1,213,36220000,37186000,37192000,-1119,399,-879,-543,-231,153,0
4.385969,2,42,34472000,37191000,37196000,-246,66,-186,-138,-54,198,0
4.391740,1,214,36230000,37196000,37202000,-1082,422,-862,-554,-218,134,0
4.396116,2,43,34482000,37201000,37206000,-209,89,-169,-127,-41,217,0
4.401957,1,215,36240000,37206000,37212000,-1045,445,-845,-565,-205,115,0
4.406107,2,44,34492000,37211000,37217000,-172,112,-152,-116,-28,236,0
4.412049,1,216,36250000,37216000,37222000,-1008,468,-828,-576,-192,96,0
4.416326,2,45,34503000,37222000,37227000,-135,135,-135,-105,-15,255,0
4.422126,1,217,36260000,37227000,37232000,-971,491,-811,-587,-179,77,0
4.426361,2,46,34513000,37232000,37237000,-98,158,-118,-94,-2,274,0
4.432486,1,218,36270000,37236000,37243000,-934,514,-794,-598,-166,58,0
4.437171,2,47,34523000,37242000,37247000,-61,181,-101,-83,11,293,0
4.442761,1,219,36280000,37246000,37253000,-897,537,-777,-591,-153,39,0
4.447297,2,48,34533000,37252000,37258000,-24,204,-84,-72,24,312,0
4.452361,1,220,36290000,37256000,37263000,-860,560,-760,-580,-140,20,0
4.457245,2,49,34544000,37263000,37268000,13,227,-67,-61,37,331,0
4.462682,1,221,36301000,37268000,37273000,-823,583,-743,-569,-127,1,0
4.467511,2,50,34554000,37273000,37278000,50,250,-50,-50,50,350,0
4.473396,1,222,36311000,37278000,37284000,-786,606,-726,-558,-114,-18,0
4.477762,2,51,34564000,37283000,37288000,87,273,-33,-39,63,369,0
4.483393,1,223,36321000,37287000,37294000,-749,629,-709,-547,-101,-37,0
4.487886,2,52,34574000,37294000,37298000,124,296,-16,-28,76,388,0
4.493632,1,224,36332000,37298000,37304000,-712,652,-692,-536,-88,-56,0
4.498277,2,53,34584000,37303000,37308000,161,319,1,-17,89,407,0
4.503669,1,225,36342000,37308000,37314000,-675,675,-675,-525,-75,-75,0
4.508049,2,54,34594000,37313000,37318000,198,342,18,-6,102,426,0
4.513858,1,226,36352000,37318000,37324000,-638,698,-658,-514,-62,-94,0
4.518198,2,55,34604000,37323000,37329000,235,365,35,5,115,445,0
4.523969,1,227,36362000,37328000,37334000,-601,721,-641,-503,-49,-113,0
4.528260,2,56,34615000,37334000,37339000,272,388,52,16,128,464,0
4.534970,1,228,36372000,37339000,37344000,-564,744,-624,-492,-36,-132,0
4.538336,2,57,34625000,37344000,37349000,309,411,69,27,141,483,0
4.544260,1,229,36382000,37348000,37355000,-527,767,-607,-481,-23,-151,0
4.548641,2,58,34635000,37354000,37359000,346,434,86,38,154,502,0
4.554346,1,230,36392000,37358000,37365000,-490,790,-590,-470,-10,-170,0
4.558769,2,59,34645000,37365000,37369000,383,457,103,49,167,521,0
4.564335,1,231,36402000,37368000,37375000,-453,813,-573,-459,3,-189,0
4.568899,2,60,34655000,37375000,37379000,420,480,120,60,180,540,0
4.574666,1,232,36413000,37379000,37385000,-416,836,-556,-448,16,-208,0
4.578949,2,61,34665000,37384000,37389000,457,503,137,71,193,559,0
4.584725,1,233,36423000,37389000,37395000,-379,859,-539,-437,29,-227,0
4.589110,2,62,34675000,37394000,37399000,494,526,154,82,206,578,0
4.595410,1,234,36433000,37399000,37405000,-342,882,-522,-426,42,-246,0
4.599442,2,63,34685000,37404000,37410000,531,549,171,93,219,597,0
4.604861,1,235,36443000,37409000,37415000,-305,895,-505,-415,55,-265,0
4.609271,2,64,34696000,37415000,37420000,568,572,188,104,232,584,0
4.615127,1,236,36453000,37419000,37425000,-268,872,-488,-404,68,-284,0
4.619433,2,65,34706000,37425000,37430000,605,595,205,115,245,565,0
4.625185,1,237,36463000,37429000,37436000,-231,849,-471,-393,81,-303,0
4.629596,2,66,34716000,37435000,37440000,642,618,222,126,258,546,0
4.635269,1,238,36473000,37439000,37446000,-194,826,-454,-382,94,-322,0
4.639667,2,67,34726000,37446000,37450000,679,641,239,137,271,527,0
4.645391,1,239,36484000,37450000,37456000,-157,803,-437,-371,107,-341,0
4.649979,2,68,34736000,37455000,37460000,716,664,256,148,284,508,0
4.655566,1,240,36494000,37460000,37466000,-120,780,-420,-360,120,-360,0
4.660033,2,69,34746000,37465000,37470000,753,687,273,159,297,489,0
4.665789,1,241,36504000,37470000,37476000,-83,757,-403,-349,133,-379,0
4.670206,2,70,34756000,37475000,37481000,790,710,290,170,310,470,0
4.675988,1,242,36514000,37480000,37486000,-46,734,-386,-338,146,-398,0
4.680182,2,71,34766000,37485000,37491000,827,733,307,181,323,451,0
4.685974,1,243,36524000,37491000,37496000,-9,711,-369,-327,159,-417,0
4.691109,2,72,34777000,37496000,37501000,864,756,324,192,336,432,0
4.696253,1,244,36534000,37500000,37507000,28,688,-352,-316,172,-436,0
4.701149,2,73,34787000,37505000,37511000,901,779,341,203,349,413,0
4.706255,1,245,36544000,37510000,37517000,65,665,-335,-305,185,-455,0
4.711221,2,74,34797000,37516000,37522000,938,802,358,214,362,394,0
4.716395,1,246,36554000,37520000,37527000,102,642,-318,-294,198,-474,0
4.721248,2,75,34808000,37527000,37532000,975,825,375,225,375,375,0
4.727198,1,247,36565000,37532000,37537000,139,619,-301,-283,211,-493,0
4.731598,2,76,34818000,37537000,37542000,1012,848,392,236,388,356,0
4.737266,1,248,36575000,37541000,37548000,176,596,-284,-272,224,-512,0
4.741660,2,77,34828000,37547000,37552000,1049,871,409,247,401,337,0
4.747394,1,249,36585000,37551000,37558000,213,573,-267,-261,237,-531,0
4.751737,2,78,34838000,37558000,37562000,1086,894,426,258,414,318,0
4.757444,1,250,36596000,37562000,37568000,250,550,-250,-250,250,-550,0
4.761974,2,79,34848000,37567000,37572000,1123,883,443,269,427,299,0
4.767611,1,251,36606000,37572000,37578000,287,527,-233,-239,263,-569,0
4.772038,2,80,34858000,37577000,37582000,1160,860,460,280,440,280,0
4.777797,1,252,36616000,37582000,37588000,324,504,-216,-228,276,-588,0
4.782321,2,81,34868000,37587000,37593000,1197,837,477,291,453,261,0
4.788536,1,253,36626000,37592000,37598000,361,481,-199,-217,289,-593,0
4.792178,2,82,34878000,37597000,37603000,1234,814,494,302,466,242,0
4.797995,1,254,36636000,37603000,37608000,398,458,-182,-206,302,-574,0
4.802294,2,83,34889000,37608000,37613000,1271,791,511,313,479,223,0
4.808189,1,255,36646000,37612000,37619000,435,435,-165,-195,315,-555,0
4.812609,2,84,34899000,37618000,37623000,1308,768,528,324,492,204,0
4.818195,1,0,36656000,37622000,37629000,-1800,-900,-900,-600,-600,-600,0
4.822965,2,85,34909000,37629000,37633000,1345,745,545,335,505,185,0
4.828367,1,1,36666000,37632000,37639000,-1763,-877,-883,-589,-587,-581,0
4.832876,2,86,34919000,37639000,37643000,1382,722,562,346,518,166,0
4.838622,1,2,36677000,37643000,37649000,-1726,-854,-866,-578,-574,-562,0
4.842992,2,87,34929000,37648000,37653000,1419,699,579,357,531,147,0
4.848657,1,3,36687000,37653000,37659000,-1689,-831,-849,-567,-561,-543,0
4.853137,2,88,34939000,37658000,37663000,1456,676,596,368,544,128,0
4.858944,1,4,36697000,37663000,37669000,-1652,-808,-832,-556,-548,-524,0
4.863303,2,89,34949000,37668000,37674000,1493,653,613,379,557,109,0
4.869071,1,5,36707000,37673000,37679000,-1615,-785,-815,-545,-535,-505,0
4.873316,2,90,34960000,37679000,37684000,1530,630,630,390,570,90,0
4.879155,1,6,36717000,37683000,37689000,-1578,-762,-798,-534,-522,-486,0
4.883718,2,91,34970000,37689000,37694000,1567,607,647,401,583,71,0
4.889317,1,7,36727000,37693000,37700000,-1541,-739,-781,-523,-509,-467,0
4.893643,2,92,34980000,37699000,37704000,1604,584,664,412,596,52,0
4.899393,1,8,36737000,37703000,37710000,-1504,-716,-764,-512,-496,-448,0
4.903804,2,93,34990000,37710000,37714000,1641,561,681,423,591,33,0
4.909559,1,9,36747000,37713000,37720000,-1467,-693,-747,-501,-483,-429,0
4.913819,2,94,35000000,37720000,37724000,1678,538,698,434,578,14,0
4.919757,1,10,36758000,37724000,37730000,-1430,-670,-730,-490,-470,-410,0
4.924037,2,95,35010000,37729000,37734000,1715,515,715,445,565,-5,0
4.929851,1,11,36768000,37734000,37740000,-1393,-647,-713,-479,-457,-391,0
4.934125,2,96,35020000,37739000,37744000,1752,492,732,456,552,-24,0
4.939999,1,12,36778000,37744000,37750000,-1356,-624,-696,-468,-444,-372,0
4.944828,2,97,35031000,37750000,37755000,1789,469,749,467,539,-43,0
4.950182,1,13,36788000,37754000,37760000,-1319,-601,-679,-457,-431,-353,0
4.955019,2,98,35041000,37759000,37765000,1774,446,766,478,526,-62,0
4.960133,1,14,36798000,37764000,37770000,-1282,-578,-662,-446,-418,-334,0
4.965036,2,99,35051000,37769000,37775000,1737,423,783,489,513,-81,0
4.970289,1,15,36808000,37774000,37781000,-1245,-555,-645,-435,-405,-315,0
4.975219,2,100,35061000,37779000,37786000,1700,400,800,500,500,-100,0
4.981025,1,16,36819000,37785000,37791000,-1208,-532,-628,-424,-392,-296,0
4.985308,2,101,35072000,37791000,37796000,1663,377,817,511,487,-119,0
4.991117,1,17,36829000,37795000,37801000,-1171,-509,-611,-413,-379,-277,0
4.995381,2,102,35082000,37801000,37806000,1626,354,834,522,474,-138,0
5.001324,1,18,36839000,37805000,37812000,-1134,-486,-594,-402,-366,-258,0
5.005640,2,103,35092000,37811000,37816000,1589,331,851,533,461,-157,0
5.011562,1,19,36849000,37815000,37822000,-1097,-463,-577,-391,-353,-239,0
5.015812,2,104,35102000,37822000,37826000,1552,308,868,544,448,-176,0
5.021412,1,20,36859000,37825000,37832000,-1060,-440,-560,-380,-340,-220,0
5.025909,2,105,35112000,37832000,37836000,1515,285,885,555,435,-195,0
5.031719,1,21,36870000,37836000,37842000,-1023,-417,-543,-369,-327,-201,0
5.036069,2,106,35122000,37841000,37846000,1478,262,898,566,422,-214,0
5.042701,1,22,36880000,37846000,37852000,-986,-394,-526,-358,-314,-182,0
5.046143,2,107,35132000,37851000,37856000,1441,239,881,577,409,-233,0
5.051962,1,23,36890000,37856000,37862000,-949,-371,-509,-347,-301,-163,0
5.056317,2,108,35142000,37861000,37867000,1404,216,864,588,396,-252,0
5.062053,1,24,36900000,37866000,37872000,-912,-348,-492,-336,-288,-144,0
5.066336,2,109,35153000,37872000,37877000,1367,193,847,599,383,-271,0
5.072109,1,25,36910000,37876000,37882000,-875,-325,-475,-325,-275,-125,0
5.076543,2,110,35163000,37882000,37887000,1330,170,830,590,370,-290,0
5.082340,1,26,36920000,37886000,37893000,-838,-302,-458,-314,-262,-106,0
5.086638,2,111,35173000,37892000,37897000,1293,147,813,579,357,-309,0
5.092258,1,27,36930000,37896000,37903000,-801,-279,-441,-303,-249,-87,0
5.096925,2,112,35183000,37903000,37907000,1256,124,796,568,344,-328,0
5.102555,1,28,36941000,37907000,37913000,-764,-256,-424,-292,-236,-68,0
5.107124,2,113,35193000,37912000,37917000,1219,101,779,557,331,-347,0
5.112697,1,29,36951000,37917000,37923000,-727,-233,-407,-281,-223,-49,0
5.117042,2,114,35203000,37922000,37927000,1182,78,762,546,318,-366,0
5.122870,1,30,36961000,37927000,37933000,-690,-210,-390,-270,-210,-30,0
5.127276,2,115,35213000,37932000,37938000,1145,55,745,535,305,-385,0
5.133015,1,31,36971000,37937000,37943000,-653,-187,-373,-259,-197,-11,0
5.137232,2,116,35224000,37943000,37948000,1108,32,728,524,292,-404,0
5.143081,1,32,36981000,37948000,37953000,-616,-164,-356,-248,-184,8,0
5.147268,2,117,35234000,37953000,37958000,1071,9,711,513,279,-423,0
5.153257,1,33,36991000,37957000,37964000,-579,-141,-339,-237,-171,27,0
5.157544,2,118,35244000,37963000,37968000,1034,-14,694,502,266,-442,0
5.163392,1,34,37001000,37967000,37974000,-542,-118,-322,-226,-158,46,0
5.167602,2,119,35254000,37974000,37978000,997,-37,677,491,253,-461,0
5.173322,1,35,37011000,37977000,37984000,-505,-95,-305,-215,-145,65,0
5.177879,2,120,35264000,37984000,37988000,960,-60,660,480,240,-480,0
5.183658,1,36,37022000,37988000,37994000,-468,-72,-288,-204,-132,84,0
5.187996,2,121,35274000,37993000,37998000,923,-83,643,469,227,-499,0
5.193747,1,37,37032000,37998000,38004000,-431,-49,-271,-193,-119,103,0
5.199195,2,122,35285000,38004000,38009000,886,-106,626,458,214,-518,0
5.203803,1,38,37042000,38008000,38014000,-394,-26,-254,-182,-106,122,0
5.208735,2,123,35295000,38014000,38019000,849,-129,609,447,201,-537,0
5.214003,1,39,37052000,38019000,38024000,-357,-3,-237,-171,-93,141,0
5.218959,2,124,35305000,38023000,38029000,812,-152,592,436,188,-556,0
5.224153,1,40,37062000,38028000,38034000,-320,20,-220,-160,-80,160,0
5.229379,2,125,35315000,38033000,38039000,775,-175,575,425,175,-575,0
5.234924,1,41,37073000,38039000,38045000,-283,43,-203,-149,-67,179,0
5.239231,2,126,35325000,38043000,38050000,738,-198,558,414,162,-594,0
5.244956,1,42,37083000,38049000,38055000,-246,66,-186,-138,-54,198,0
5.249397,2,127,35336000,38055000,38060000,701,-221,541,403,149,-587,0
5.255144,1,43,37093000,38060000,38065000,-209,89,-169,-127,-41,217,0
5.259384,2,128,35346000,38065000,38070000,664,-244,524,392,136,-568,0
5.265285,1,44,37103000,38069000,38076000,-172,112,-152,-116,-28,236,0
5.269684,2,129,35356000,38075000,38080000,627,-267,507,381,123,-549,0
5.275299,1,45,37113000,38079000,38086000,-135,135,-135,-105,-15,255,0
5.279790,2,130,35366000,38086000,38090000,590,-290,490,370,110,-530,0
5.285319,1,46,37123000,38089000,38096000,-98,158,-118,-94,-2,274,0
5.289865,2,131,35376000,38096000,38100000,553,-313,473,359,97,-511,0
5.295774,1,47,37134000,38100000,38106000,-61,181,-101,-83,11,293,0
5.299952,2,132,35386000,38105000,38110000,516,-336,456,348,84,-492,0
5.305668,1,48,37144000,38110000,38116000,-24,204,-84,-72,24,312,0
5.310115,2,133,35396000,38115000,38120000,479,-359,439,337,71,-473,0
5.315968,1,49,37154000,38120000,38126000,13,227,-67,-61,37,331,0
5.320647,2,134,35406000,38125000,38131000,442,-382,422,326,58,-454,0
5.326051,1,50,37164000,38130000,38136000,50,250,-50,-50,50,350,0
5.330322,2,135,35417000,38136000,38141000,405,-405,405,315,45,-435,0
5.336073,1,51,37174000,38140000,38146000,87,273,-33,-39,63,369,0
5.340400,2,136,35427000,38146000,38151000,368,-428,388,304,32,-416,0
5.346311,1,52,37184000,38150000,38157000,124,296,-16,-28,76,388,0
5.350578,2,137,35437000,38156000,38161000,331,-451,371,293,19,-397,0
5.356248,1,53,37194000,38160000,38167000,161,319,1,-17,89,407,0
5.360790,2,138,35447000,38167000,38171000,294,-474,354,282,6,-378,0
5.366411,1,54,37205000,38171000,38177000,198,342,18,-6,102,426,0
5.370944,2,139,35457000,38176000,38181000,257,-497,337,271,-7,-359,0
5.376630,1,55,37215000,38181000,38187000,235,365,35,5,115,445,0
5.381049,2,140,35467000,38186000,38191000,220,-520,320,260,-20,-340,0
5.387133,1,56,37225000,38191000,38197000,272,388,52,16,128,464,0
5.391376,2,141,35477000,38196000,38201000,183,-543,303,249,-33,-321,0
5.396910,1,57,37235000,38201000,38207000,309,411,69,27,141,483,0
5.401267,2,142,35488000,38207000,38212000,146,-566,286,238,-46,-302,0
5.406998,1,58,37245000,38211000,38217000,346,434,86,38,154,502,0
5.411304,2,143,35498000,38217000,38222000,109,-589,269,227,-59,-283,0
5.417197,1,59,37255000,38221000,38227000,383,457,103,49,167,521,0
5.421586,2,144,35508000,38227000,38232000,72,-612,252,216,-72,-264,0
5.427219,1,60,37265000,38231000,38238000,420,480,120,60,180,540,0
5.431648,2,145,35518000,38237000,38242000,35,-635,235,205,-85,-245,0
5.437236,1,61,37275000,38241000,38248000,457,503,137,71,193,559,0
5.442526,2,146,35528000,38248000,38252000,-2,-658,218,194,-98,-226,0
5.447933,1,62,37286000,38252000,38258000,494,526,154,82,206,578,0
5.452327,2,147,35539000,38258000,38263000,-39,-681,201,183,-111,-207,0
5.457650,1,63,37296000,38262000,38268000,531,549,171,93,219,597,0
5.462481,2,148,35549000,38268000,38273000,-76,-704,184,172,-124,-188,0
5.467764,1,64,37306000,38273000,38278000,568,572,188,104,232,584,0
5.472752,2,149,35559000,38278000,38283000,-113,-727,167,161,-137,-169,0
5.477811,1,65,37316000,38283000,38288000,605,595,205,115,245,565,0
